birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
"{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",1995-01-11,null,3194,Samuel,right,186,Gustafson,,"{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Gustafson,79,252473
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1997-02-03,3763,3179,Luca,right,182,Vido,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Vido,75,262384
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1994-03-06,null,1619,Wesley,left,192,Hoedt,,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",W. Hoedt,82,268776
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1995-08-07,null,3309,Alessandro,right,182,Bellemo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Bellemo,77,270034
"{'name': 'Venezuela', 'id': 862, 'alpha3code': 'VEN', 'alpha2code': 'VE'}",1995-10-18,null,3197,Hermes Aristóteles,right,186,Romero,,"{'name': 'Venezuela', 'id': 862, 'alpha3code': 'VEN', 'alpha2code': 'VE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Romero,83,293198
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1997-03-21,null,3282,Fabio,left,185,Della Giovanna,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Della Giovanna,75,286219
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-02-15,null,3164,Maxime,right,188,Leverbe,,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Leverbe,76,298021
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-10-29,null,3291,Ćazim,right,178,Suljić,,"{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Suljić,73,340085
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",1998-05-04,9911,9686,Tiago Daniel,left,175,Rodrigues Dias,,"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Tiago Dias,67,343273
"{'name': 'Slovenia', 'id': 705, 'alpha3code': 'SVN', 'alpha2code': 'SI'}",1999-03-12,null,11953,Vitja,right,177,Valenčič,,"{'name': 'Slovenia', 'id': 705, 'alpha3code': 'SVN', 'alpha2code': 'SI'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Valenčič,76,345817
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-03-30,null,3170,Stefano,right,0,Ciavattini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Ciavattini,0,347014
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-07,3764,31889,Andrea,right,173,Marcucci,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Marcucci,67,347019
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-01-01,3764,23,Gianluca,right,195,Scamacca,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Scamacca,85,347024
"{'name': 'Turkey', 'id': 792, 'alpha3code': 'TUR', 'alpha2code': 'TR'}",1998-10-22,11950,11797,Ianis,left,178,Hagi,,"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Hagi,68,346551
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1997-08-17,null,3158,Nura,right,180,Abdullahi,,"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Abdullahi,72,350991
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-18,3764,3199,Filippo,right,186,Melegoni,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Melegoni,74,351009
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1998-09-05,null,3195,Šimon,right,178,Štefanec,,"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Štefanec,73,352717
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1998-03-27,14501,3194,Ľubomír,right,178,Tupta,,"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Ľ. Tupta,70,352722
"{'name': 'Lithuania', 'id': 440, 'alpha3code': 'LTU', 'alpha2code': 'LT'}",1999-01-03,null,3710,Titas,right,195,Krapikas,,"{'name': 'Lithuania', 'id': 440, 'alpha3code': 'LTU', 'alpha2code': 'LT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Krapikas,85,352868
"{'name': 'Norway', 'id': 578, 'alpha3code': 'NOR', 'alpha2code': 'NO'}",1998-01-12,null,16,Rafik,right,179,Zekhnini,,"{'name': 'Norway', 'id': 578, 'alpha3code': 'NOR', 'alpha2code': 'NO'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Zekhnini,63,361214
"{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",2000-02-19,null,26540,Luka,right,186,Marković,,"{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Marković,80,362013
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1996-04-23,null,3168,Simone,right,182,Palombi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Palombi,75,364640
"{'name': 'Bulgaria', 'id': 100, 'alpha3code': 'BGR', 'alpha2code': 'BG'}",1999-03-01,9404,3182,Petko,right,191,Hristov,,"{'name': 'Bulgaria', 'id': 100, 'alpha3code': 'BGR', 'alpha2code': 'BG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Hristov,78,372079
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-06-05,null,63044,Mattia,right,190,Del Favero,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Del Favero,84,375395
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-13,null,3207,Fabrizio,right,192,Brignani,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Brignani,75,392383
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-01-06,null,26379,Cristian,right,184,Mutton,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",C. Mutton,75,411313
"{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1998-08-21,null,3182,Karlo,left,187,Butić,,"{'name': 'Croatia', 'id': 191, 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Butić,78,386656
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-05,null,3304,Leonardo,left,194,Marson,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Marson,92,392384
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-07-29,null,3414,Andrea,right,180,Romagnoli,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Romagnoli,78,397237
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1999-07-29,null,5083,Zinho,right,187,Vanheusden,,"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Z. Vanheusden,80,399493
"{'name': 'Montenegro', 'id': 499, 'alpha3code': 'MNE', 'alpha2code': 'ME'}",1999-10-22,null,3164,Ognjen,left,185,Stijepović,,"{'name': 'Montenegro', 'id': 499, 'alpha3code': 'MNE', 'alpha2code': 'ME'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Stijepović,74,405880
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1999-08-26,16826,3179,Michael,right,176,Kingsley Dogo,,"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Kingsley,70,403264
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",1998-01-19,null,3166,Orji,right,178,Okwonkwo,,"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Okwonkwo,72,403272
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-05-16,3764,26542,Raoul,right,185,Bellanova,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Bellanova,78,405598
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-10-21,3764,3203,Matteo,right,188,Gabbia,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Gabbia,78,405603
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-13,null,3222,Gabriele,left,187,Gori,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Gori,80,405607
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-05-19,3764,3254,Andrea,right,185,Pinamonti,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Pinamonti,74,405608
"{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}",2000-02-08,8734,3726,Marash,right,185,Kumbulla,,"{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Kumbulla,0,404693
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1999-08-11,null,3724,Filip,right,191,Vaško,,"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Vaško,78,406132
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",1999-03-30,null,14368,Michal,right,182,Tomič,,"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Tomič,76,406142
"{'name': 'Guadeloupe', 'id': 312, 'alpha3code': 'GLP', 'alpha2code': 'GP'}",1998-02-08,null,3199,Andreaw Rayan,right,188,Gravillon,,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Gravillon,75,412914
"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}",1999-07-20,null,3235,Xian,right,178,Emmers,,"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",X. Emmers,72,412915
"{'name': 'Colombia', 'id': 170, 'alpha3code': 'COL', 'alpha2code': 'CO'}",1998-06-20,null,3166,Juan Manuel,right,185,Valencia Aponzá,,"{'name': 'Colombia', 'id': 170, 'alpha3code': 'COL', 'alpha2code': 'CO'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Valencia,79,415687
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-01-29,null,3291,Domenico,right,193,Coppola,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",D. Coppola,74,423147
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-06-25,null,39972,Manuel,right,188,Ferrini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Ferrini,75,432680
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-03-28,null,26540,Leonardo,right,195,Loria,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Loria,92,443962
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-17,null,3199,Ferdinando,left,180,Del Sole,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Del Sole,72,448299
"{'name': ""Côte d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1999-01-02,null,3209,Emmanuel Delan Junior,right,180,Latte Lath,,"{'name': ""Côte d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Latte Lath,75,448332
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-07-14,null,3702,Federico,right,184,Brancolini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Brancolini,76,456492
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-02-02,null,3197,Giuseppe,right,190,Cuomo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Cuomo,79,456565
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-09-24,null,3219,Giovanni,right,175,Volpicelli,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Volpicelli,69,461671
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-11-11,null,3282,Federico,right,196,Ravaglia,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Ravaglia,88,471286
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-07-17,null,3244,Manuel,right,190,De Luca,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. De Luca,80,471300
"{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",2000-04-25,7051,3715,Dejan,left,0,Kulusevski,,"{'name': 'Macedonia FYR', 'id': 807, 'alpha3code': 'MKD', 'alpha2code': 'MK'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Kulusevski,0,472363
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-03-05,null,3188,Lorenzo,left,180,Valeau,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Valeau,74,475573
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-03-27,null,3502,Alessandro,right,185,Guarnone,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Guarnone,75,478229
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-04-28,null,3291,Giuseppe,left,167,Borello,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Borello,60,483978
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-08-24,27928,3165,Emanuel,right,175,Vignato,,"{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Vignato,67,485014
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-02-16,null,3354,Alessio,right,174,Donnarumma,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Donnarumma,72,485463
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1998-01-05,null,3465,Oliva Christian,right,0,Rutjens,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Christian Rutjens,0,485464
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-10-31,null,24101,Vincenzo,right,0,Pinto,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",V. Pinto,0,486945
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-07-02,3763,3158,Nicolò,left,190,Zaniolo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Zaniolo,79,487020
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-24,27928,3414,Gianluca,left,176,Frabotta,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Frabotta,70,489124
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-01-04,3764,3311,Michele,right,188,Cerofolini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Cerofolini,80,490626
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-06,3764,3435,Alessandro,left,191,Buongiorno,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Buongiorno,80,491451
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-10-01,null,3231,Andrea,right,177,Tessiore,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Tessiore,63,492463
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",2000-03-09,9911,3162,Pedro,left,172,Lomba Neto,,"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Pedro Neto,62,496823
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-08-08,null,3221,Flippo,right,186,Pavoni,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Pavoni,83,499834
"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}",1998-01-04,null,60557,Raul Marian,left,184,Oprut,,"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Oprut,78,503199
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-12-01,null,3679,Giacomo,right,180,Boccafoglia,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Boccafoglia,75,503517
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-01-13,null,3173,Riccardo,right,192,Daga,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Daga,78,507570
"{'name': 'Hungary', 'id': 348, 'alpha3code': 'HUN', 'alpha2code': 'HU'}",2000-07-01,null,3710,Gergely,left,192,Hutvágner,,"{'name': 'Hungary', 'id': 348, 'alpha3code': 'HUN', 'alpha2code': 'HU'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Hutvágner,78,507578
"{'name': ""Côte d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1999-01-01,null,3713,Franck Alain,right,185,Djoulou Zohoki,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Djoulou,82,507587
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-08,null,23351,Marco,right,185,Pissardo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Pissardo,80,511119
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-10-01,null,3721,Eddy Anthony,right,188,Salcedo Mora,,"{'name': 'Colombia', 'id': 170, 'alpha3code': 'COL', 'alpha2code': 'CO'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Salcedo,72,520774
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-03,3764,3176,Riccardo,right,180,Sottil,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sottil,70,523085
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-04-23,3764,3222,Luca,left,185,Ranieri,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Ranieri,74,523086
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-25,3764,3194,Andrea,right,175,Danzi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Danzi,68,523089
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-05,null,26410,Pasquale,right,171,Giannotti,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Giannotti,64,527518
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-04-03,3761,31889,Alessio,right,0,Riccardi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Riccardi,0,529551
"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}",2000-05-29,null,6418,Thomas,right,195,Candeloro,,"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Candeloro,80,531179
